([1, 1, 1, 1, 1], [2, 3, 8, 10, 7], 169)
([2, 1, 1, 1], [12, 13, 2, 12, 10], 497)
([2, 1, 1, 1], [12, 13, 9, 13, 2], 468)
([2, 1, 1, 1], [12, 14, 2, 2, 3], 136)
([2, 1, 1, 1], [12, 14, 7, 3, 7], 887)
([2, 1, 1, 1], [13, 3, 7, 7, 4], 721)
([2, 1, 1, 1], [13, 3, 8, 3, 11], 55)
([2, 1, 1, 1], [13, 7, 2, 10, 7], 829)
([2, 1, 1, 1], [13, 8, 9, 12, 12], 696)
([2, 1, 1, 1], [13, 9, 2, 5, 9], 334)
([2, 1, 1, 1], [13, 10, 14, 8, 8], 536)
([2, 1, 1, 1], [13, 11, 5, 7, 7], 447)
([2, 1, 1, 1], [13, 11, 8, 6, 8], 115)
([2, 1, 1, 1], [13, 11, 11, 3, 10], 647)
([2, 1, 1, 1], [13, 12, 8, 10, 13], 319)
([2, 1, 1, 1], [13, 12, 10, 2, 13], 795)
([2, 1, 1, 1], [13, 12, 11, 2, 11], 16)
([2, 1, 1, 1], [13, 13, 6, 11, 4], 295)
([2, 1, 1, 1], [13, 13, 7, 10, 3], 262)
([2, 1, 1, 1], [13, 13, 12, 10, 5], 256)
([2, 1, 1, 1], [13, 14, 10, 2, 10], 197)
([2, 1, 1, 1], [14, 2, 5, 14, 4], 580)
([2, 1, 1, 1], [14, 2, 6, 5, 6], 119)
([2, 1, 1, 1], [14, 2, 13, 7, 13], 547)
([2, 1, 1, 1], [14, 3, 12, 12, 8], 315)
([2, 1, 1, 1], [14, 4, 2, 2, 12], 98)
([2, 1, 1, 1], [14, 4, 2, 6, 6], 188)
([2, 1, 1, 1], [14, 5, 5, 12, 9], 875)
([2, 1, 1, 1], [14, 5, 9, 9, 6], 954)
([2, 1, 1, 1], [14, 5, 10, 12, 5], 785)
([2, 1, 1, 1], [14, 5, 11, 3, 11], 808)
([2, 1, 1, 1], [14, 5, 11, 14, 2], 573)
([2, 1, 1, 1], [14, 5, 12, 8, 14], 912)
([2, 1, 1, 1], [14, 7, 3, 7, 11], 967)
([2, 1, 1, 1], [14, 9, 9, 13, 8], 167)
([2, 1, 1, 1], [14, 9, 14, 11, 3], 413)
([2, 1, 1, 1], [14, 11, 12, 2, 11], 523)
([2, 1, 1, 1], [14, 12, 5, 6, 12], 611)
([2, 1, 1, 1], [14, 13, 11, 8, 13], 583)
([2, 2, 1], [2, 2, 3, 10, 10], 565)
([2, 2, 1], [2, 2, 3, 12, 12], 620)
([2, 2, 1], [2, 2, 4, 9, 9], 892)
([2, 2, 1], [2, 2, 5, 5, 9], 285)
([2, 2, 1], [2, 2, 7, 11, 11], 568)
([2, 2, 1], [2, 2, 11, 4, 4], 991)
([2, 2, 1], [2, 2, 11, 11, 5], 570)
([2, 2, 1], [2, 3, 9, 9, 3], 22)
([2, 2, 1], [2, 4, 4, 7, 2], 352)
([2, 2, 1], [2, 5, 5, 3, 3], 292)
([2, 2, 1], [2, 6, 2, 12, 12], 787)
([2, 2, 1], [2, 6, 6, 2, 4], 419)
([2, 2, 1], [2, 7, 7, 2, 3], 106)
([2, 2, 1], [2, 8, 4, 4, 2], 43)
([2, 2, 1], [2, 8, 6, 2, 8], 924)
([2, 2, 1], [2, 8, 9, 9, 2], 715)
([2, 2, 1], [2, 9, 9, 11, 2], 674)
([2, 2, 1], [2, 13, 13, 2, 12], 340)
([2, 2, 1], [2, 14, 8, 8, 14], 95)
([2, 2, 1], [3, 3, 9, 13, 9], 45)
([2, 2, 1], [3, 4, 3, 10, 10], 46)
([2, 2, 1], [3, 4, 4, 10, 10], 848)
([2, 2, 1], [3, 4, 11, 3, 11], 901)
([2, 2, 1], [3, 4, 13, 4, 13], 689)
([2, 2, 1], [3, 5, 5, 8, 8], 141)
([2, 2, 1], [3, 5, 6, 3, 5], 645)
([2, 2, 1], [3, 5, 7, 5, 7], 186)
([2, 2, 1], [3, 6, 3, 6, 12], 103)
([2, 2, 1], [3, 7, 9, 9, 7], 403)
([2, 2, 1], [3, 8, 3, 13, 13], 477)
([2, 2, 1], [3, 8, 7, 3, 7], 408)
([2, 2, 1], [3, 8, 8, 5, 3], 434)
([2, 2, 1], [3, 8, 9, 3, 8], 147)
([2, 2, 1], [3, 10, 10, 3, 11], 796)
([2, 2, 1], [3, 11, 2, 2, 11], 801)
([2, 2, 1], [3, 11, 5, 3, 11], 90)
([2, 2, 1], [3, 11, 11, 12, 3], 608)
([2, 2, 1], [4, 3, 3, 13, 4], 508)
([2, 2, 1], [4, 4, 5, 7, 7], 632)
([2, 2, 1], [4, 4, 8, 14, 8], 443)
([2, 2, 1], [4, 4, 9, 9, 6], 382)
([2, 2, 1], [4, 4, 11, 11, 9], 449)
([2, 2, 1], [4, 6, 7, 6, 7], 836)
([2, 2, 1], [4, 7, 4, 11, 7], 168)
([2, 2, 1], [4, 7, 10, 10, 4], 961)
([2, 2, 1], [4, 9, 8, 4, 9], 682)
([2, 2, 1], [4, 12, 9, 12, 4], 164)
([2, 2, 1], [4, 12, 12, 4, 13], 435)
([2, 2, 1], [4, 13, 4, 13, 14], 24)
([2, 2, 1], [4, 14, 4, 5, 14], 104)
([2, 2, 1], [5, 2, 11, 2, 5], 526)
([2, 2, 1], [5, 3, 9, 3, 9], 509)
([2, 2, 1], [5, 4, 8, 5, 8], 928)
([2, 2, 1], [5, 5, 2, 2, 10], 925)
([2, 2, 1], [5, 5, 8, 8, 14], 519)
([2, 2, 1], [5, 5, 9, 9, 11], 467)
([2, 2, 1], [5, 5, 13, 8, 13], 312)
([2, 2, 1], [5, 5, 13, 11, 13], 165)
([2, 2, 1], [5, 5, 13, 12, 12], 849)
([2, 2, 1], [5, 6, 12, 6, 12], 208)
([2, 2, 1], [5, 7, 2, 5, 2], 376)
([2, 2, 1], [5, 8, 11, 8, 5], 541)
([2, 2, 1], [5, 9, 12, 12, 5], 437)
([2, 2, 1], [5, 10, 4, 4, 10], 517)
([2, 2, 1], [5, 11, 4, 5, 4], 736)
([2, 2, 1], [5, 11, 11, 8, 8], 847)
([2, 2, 1], [5, 12, 12, 5, 6], 173)
([2, 2, 1], [5, 12, 14, 5, 12], 563)
([2, 2, 1], [5, 14, 5, 4, 14], 1000)
([2, 2, 1], [6, 3, 6, 2, 3], 983)
([2, 2, 1], [6, 5, 5, 10, 6], 23)
([2, 2, 1], [6, 5, 6, 9, 5], 350)
([2, 2, 1], [6, 6, 5, 4, 4], 429)
([2, 2, 1], [6, 6, 5, 5, 11], 362)
([2, 2, 1], [6, 6, 9, 2, 2], 105)
([2, 2, 1], [6, 6, 11, 4, 11], 253)
([2, 2, 1], [6, 6, 14, 14, 7], 57)
([2, 2, 1], [6, 11, 4, 6, 4], 88)
([2, 2, 1], [6, 11, 7, 11, 6], 946)
([2, 2, 1], [6, 13, 6, 13, 7], 973)
([2, 2, 1], [6, 14, 2, 2, 14], 653)
([2, 2, 1], [7, 2, 7, 11, 2], 585)
([2, 2, 1], [7, 3, 3, 6, 6], 347)
([2, 2, 1], [7, 3, 7, 6, 3], 809)
([2, 2, 1], [7, 3, 7, 11, 3], 377)
([2, 2, 1], [7, 5, 7, 12, 12], 38)
([2, 2, 1], [7, 6, 10, 10, 7], 903)
([2, 2, 1], [7, 7, 2, 2, 4], 227)
([2, 2, 1], [7, 7, 8, 2, 2], 215)
([2, 2, 1], [7, 8, 7, 14, 8], 51)
([2, 2, 1], [7, 8, 8, 7, 13], 631)
([2, 2, 1], [7, 9, 2, 7, 2], 982)
([2, 2, 1], [7, 10, 10, 7, 4], 487)
([2, 2, 1], [7, 12, 7, 11, 12], 755)
([2, 2, 1], [7, 13, 7, 13, 4], 296)
([2, 2, 1], [7, 14, 7, 14, 3], 828)
([2, 2, 1], [7, 14, 7, 14, 8], 955)
([2, 2, 1], [8, 6, 8, 6, 11], 865)
([2, 2, 1], [8, 8, 2, 2, 3], 201)
([2, 2, 1], [8, 8, 7, 7, 9], 342)
([2, 2, 1], [8, 8, 11, 12, 12], 878)
([2, 2, 1], [8, 8, 14, 14, 5], 460)
([2, 2, 1], [8, 9, 11, 9, 8], 152)
([2, 2, 1], [8, 12, 8, 6, 12], 6)
([2, 2, 1], [8, 14, 9, 9, 14], 765)
([2, 2, 1], [9, 2, 14, 9, 2], 677)
([2, 2, 1], [9, 5, 7, 9, 5], 61)
([2, 2, 1], [9, 7, 3, 9, 3], 481)
([2, 2, 1], [9, 7, 7, 3, 3], 385)
([2, 2, 1], [9, 7, 12, 12, 7], 596)
([2, 2, 1], [9, 8, 7, 7, 9], 718)
([2, 2, 1], [9, 9, 4, 8, 8], 667)
([2, 2, 1], [9, 9, 11, 6, 6], 326)
([2, 2, 1], [9, 9, 12, 6, 12], 389)
([2, 2, 1], [9, 13, 4, 9, 4], 729)
([2, 2, 1], [9, 14, 8, 8, 14], 799)
([2, 2, 1], [9, 14, 11, 9, 14], 273)
([2, 2, 1], [10, 2, 9, 9, 2], 516)
([2, 2, 1], [10, 2, 12, 2, 10], 666)
([2, 2, 1], [10, 3, 3, 8, 10], 629)
([2, 2, 1], [10, 4, 4, 10, 8], 941)
([2, 2, 1], [10, 6, 7, 6, 10], 993)
([2, 2, 1], [10, 9, 5, 9, 5], 506)
([2, 2, 1], [10, 9, 9, 10, 11], 2)
([2, 2, 1], [10, 10, 2, 7, 2], 277)
([2, 2, 1], [10, 10, 3, 3, 5], 636)
([2, 2, 1], [10, 10, 6, 3, 3], 153)
([2, 2, 1], [10, 10, 6, 13, 13], 56)
([2, 2, 1], [10, 10, 7, 7, 8], 185)
([2, 2, 1], [10, 10, 9, 9, 8], 877)
([2, 2, 1], [10, 12, 9, 9, 12], 267)
([2, 2, 1], [10, 13, 13, 4, 10], 926)
([2, 2, 1], [11, 2, 13, 2, 13], 394)
([2, 2, 1], [11, 3, 12, 11, 12], 918)
([2, 2, 1], [11, 4, 6, 4, 11], 134)
([2, 2, 1], [11, 4, 8, 11, 4], 763)
([2, 2, 1], [11, 6, 3, 3, 6], 780)
([2, 2, 1], [11, 7, 6, 7, 6], 282)
([2, 2, 1], [11, 7, 7, 10, 11], 882)
([2, 2, 1], [11, 7, 11, 7, 5], 109)
([2, 2, 1], [11, 10, 4, 10, 4], 676)
([2, 2, 1], [11, 10, 12, 11, 10], 604)
([2, 2, 1], [11, 11, 2, 2, 10], 332)
([2, 2, 1], [11, 11, 6, 13, 6], 463)
([2, 2, 1], [11, 11, 8, 8, 12], 664)
([2, 2, 1], [11, 12, 11, 6, 12], 241)
([2, 2, 1], [11, 12, 12, 6, 6], 232)
([2, 2, 1], [11, 14, 3, 14, 3], 354)
([2, 2, 1], [12, 2, 7, 2, 7], 177)
([2, 2, 1], [12, 2, 12, 5, 2], 530)
([2, 2, 1], [12, 4, 6, 12, 4], 422)
([2, 2, 1], [12, 4, 8, 8, 12], 669)
([2, 2, 1], [12, 4, 12, 14, 4], 542)
([2, 2, 1], [12, 5, 5, 12, 3], 869)
([2, 2, 1], [12, 5, 11, 12, 5], 86)
([2, 2, 1], [12, 5, 12, 4, 4], 1)
([2, 2, 1], [12, 6, 12, 2, 6], 144)
([2, 2, 1], [12, 7, 12, 13, 7], 717)
([2, 2, 1], [12, 9, 2, 9, 12], 401)
([2, 2, 1], [12, 10, 10, 12, 2], 12)
([2, 2, 1], [12, 12, 3, 3, 11], 191)
([2, 2, 1], [12, 12, 11, 11, 7], 125)
([2, 2, 1], [12, 12, 13, 10, 10], 751)
([2, 2, 1], [13, 2, 4, 2, 13], 209)
([2, 2, 1], [13, 2, 13, 8, 2], 29)
([2, 2, 1], [13, 3, 13, 2, 2], 470)
([2, 2, 1], [13, 4, 8, 4, 8], 216)
([2, 2, 1], [13, 5, 6, 5, 13], 572)
([2, 2, 1], [13, 7, 7, 11, 11], 623)
([2, 2, 1], [13, 7, 12, 13, 7], 814)
([2, 2, 1], [13, 11, 10, 13, 10], 860)
([2, 2, 1], [13, 11, 13, 11, 10], 867)
([2, 2, 1], [13, 12, 8, 12, 8], 375)
([2, 2, 1], [13, 12, 12, 13, 2], 504)
([2, 2, 1], [13, 13, 8, 8, 4], 310)
([2, 2, 1], [13, 14, 2, 14, 13], 690)
([2, 2, 1], [14, 5, 14, 6, 6], 966)
([2, 2, 1], [14, 6, 14, 6, 2], 407)
([2, 2, 1], [14, 7, 14, 7, 13], 708)
([2, 2, 1], [14, 8, 8, 7, 14], 971)
([2, 2, 1], [14, 8, 10, 14, 8], 754)
([2, 2, 1], [14, 9, 6, 6, 14], 661)
([2, 2, 1], [14, 9, 6, 9, 6], 255)
([2, 2, 1], [14, 10, 14, 5, 5], 593)
([2, 2, 1], [14, 11, 5, 11, 5], 31)
([2, 2, 1], [14, 11, 7, 7, 14], 551)
([2, 2, 1], [14, 11, 14, 11, 6], 693)
([2, 2, 1], [14, 13, 9, 14, 13], 372)
([2, 2, 1], [14, 14, 8, 11, 8], 21)
([2, 2, 1], [14, 14, 11, 13, 13], 931)
([2, 2, 1], [14, 14, 12, 7, 7], 678)
([3, 1, 1], [2, 2, 2, 11, 3], 804)
([3, 1, 1], [2, 2, 4, 2, 13], 548)
([3, 1, 1], [2, 2, 11, 2, 9], 864)
([3, 1, 1], [2, 2, 12, 10, 2], 935)
([3, 1, 1], [2, 3, 3, 3, 13], 211)
([3, 1, 1], [2, 4, 2, 2, 8], 49)
([3, 1, 1], [2, 7, 7, 7, 4], 896)
([3, 1, 1], [2, 7, 7, 7, 14], 40)
([3, 1, 1], [2, 8, 2, 6, 2], 73)
([3, 1, 1], [2, 9, 2, 4, 2], 735)
([3, 1, 1], [2, 9, 2, 10, 2], 70)
([3, 1, 1], [2, 9, 9, 9, 5], 651)
([3, 1, 1], [2, 9, 13, 13, 13], 697)
([3, 1, 1], [2, 12, 14, 14, 14], 826)
([3, 1, 1], [3, 2, 3, 3, 14], 778)
([3, 1, 1], [3, 3, 5, 3, 9], 840)
([3, 1, 1], [3, 3, 11, 14, 3], 54)
([3, 1, 1], [3, 3, 14, 3, 10], 579)
([3, 1, 1], [3, 5, 3, 7, 3], 558)
([3, 1, 1], [3, 6, 3, 12, 3], 313)
([3, 1, 1], [3, 10, 3, 3, 2], 835)
([3, 1, 1], [3, 11, 3, 7, 3], 496)
([3, 1, 1], [3, 12, 3, 4, 3], 986)
([3, 1, 1], [4, 4, 4, 6, 11], 425)
([3, 1, 1], [4, 4, 4, 8, 3], 999)
([3, 1, 1], [4, 4, 6, 4, 13], 656)
([3, 1, 1], [4, 4, 8, 4, 12], 987)
([3, 1, 1], [4, 4, 8, 4, 13], 706)
([3, 1, 1], [4, 5, 4, 13, 4], 711)
([3, 1, 1], [4, 5, 5, 5, 6], 363)
([3, 1, 1], [4, 5, 14, 5, 5], 360)
([3, 1, 1], [4, 10, 4, 4, 11], 280)
([3, 1, 1], [4, 12, 11, 4, 4], 533)
([3, 1, 1], [4, 12, 12, 12, 8], 102)
([3, 1, 1], [5, 5, 2, 11, 5], 832)
([3, 1, 1], [5, 5, 5, 4, 11], 48)
([3, 1, 1], [5, 5, 5, 6, 13], 130)
([3, 1, 1], [5, 5, 5, 12, 7], 414)
([3, 1, 1], [5, 5, 11, 10, 5], 20)
([3, 1, 1], [5, 5, 13, 5, 12], 909)
([3, 1, 1], [5, 7, 5, 14, 5], 577)
([3, 1, 1], [5, 7, 10, 7, 7], 39)
([3, 1, 1], [5, 8, 13, 8, 8], 756)
([3, 1, 1], [5, 9, 2, 2, 2], 150)
([3, 1, 1], [5, 9, 9, 4, 9], 553)
([3, 1, 1], [5, 9, 10, 10, 10], 120)
([3, 1, 1], [5, 10, 4, 5, 5], 118)
([3, 1, 1], [5, 11, 5, 5, 13], 700)
([3, 1, 1], [5, 11, 5, 9, 5], 974)
([3, 1, 1], [5, 12, 8, 5, 5], 418)
([3, 1, 1], [6, 2, 10, 6, 6], 911)
([3, 1, 1], [6, 5, 14, 6, 6], 871)
([3, 1, 1], [6, 6, 2, 6, 11], 416)
([3, 1, 1], [6, 6, 3, 10, 6], 658)
([3, 1, 1], [6, 6, 5, 12, 6], 78)
([3, 1, 1], [6, 6, 12, 6, 10], 11)
([3, 1, 1], [6, 6, 13, 5, 6], 511)
([3, 1, 1], [6, 8, 4, 6, 6], 537)
([3, 1, 1], [6, 8, 8, 8, 10], 574)
([3, 1, 1], [6, 12, 6, 6, 2], 452)
([3, 1, 1], [6, 13, 13, 13, 12], 913)
([3, 1, 1], [6, 14, 14, 14, 11], 87)
([3, 1, 1], [7, 2, 11, 2, 2], 750)
([3, 1, 1], [7, 3, 3, 3, 12], 137)
([3, 1, 1], [7, 3, 7, 8, 7], 501)
([3, 1, 1], [7, 7, 7, 8, 9], 288)
([3, 1, 1], [7, 7, 7, 11, 2], 884)
([3, 1, 1], [7, 9, 2, 9, 9], 772)
([3, 1, 1], [7, 11, 7, 10, 7], 71)
([3, 1, 1], [7, 12, 2, 12, 12], 655)
([3, 1, 1], [7, 13, 8, 13, 13], 154)
([3, 1, 1], [7, 13, 13, 13, 9], 410)
([3, 1, 1], [7, 14, 7, 13, 7], 904)
([3, 1, 1], [8, 2, 8, 8, 3], 492)
([3, 1, 1], [8, 3, 11, 8, 8], 432)
([3, 1, 1], [8, 4, 4, 4, 2], 72)
([3, 1, 1], [8, 5, 8, 8, 7], 367)
([3, 1, 1], [8, 8, 4, 8, 14], 198)
([3, 1, 1], [8, 11, 6, 8, 8], 466)
([3, 1, 1], [8, 11, 8, 8, 5], 779)
([3, 1, 1], [9, 2, 7, 2, 2], 224)
([3, 1, 1], [9, 2, 12, 12, 12], 116)
([3, 1, 1], [9, 4, 9, 12, 9], 514)
([3, 1, 1], [9, 5, 4, 4, 4], 309)
([3, 1, 1], [9, 5, 10, 9, 9], 995)
([3, 1, 1], [9, 6, 6, 13, 6], 586)
([3, 1, 1], [9, 7, 7, 5, 7], 988)
([3, 1, 1], [9, 8, 8, 8, 3], 922)
([3, 1, 1], [9, 8, 9, 6, 9], 659)
([3, 1, 1], [9, 8, 11, 8, 8], 302)
([3, 1, 1], [9, 9, 3, 9, 10], 550)
([3, 1, 1], [9, 9, 5, 9, 14], 458)
([3, 1, 1], [9, 9, 9, 2, 10], 368)
([3, 1, 1], [9, 9, 9, 11, 8], 33)
([3, 1, 1], [9, 10, 10, 10, 11], 233)
([3, 1, 1], [9, 11, 4, 9, 9], 737)
([3, 1, 1], [9, 11, 7, 9, 9], 261)
([3, 1, 1], [9, 11, 11, 2, 11], 163)
([3, 1, 1], [9, 14, 4, 14, 14], 444)
([3, 1, 1], [10, 3, 6, 10, 10], 349)
([3, 1, 1], [10, 3, 12, 12, 12], 897)
([3, 1, 1], [10, 4, 2, 10, 10], 681)
([3, 1, 1], [10, 4, 11, 10, 10], 557)
([3, 1, 1], [10, 9, 9, 9, 12], 595)
([3, 1, 1], [10, 9, 10, 8, 10], 977)
([3, 1, 1], [10, 10, 5, 3, 10], 626)
([3, 1, 1], [10, 10, 10, 3, 13], 486)
([3, 1, 1], [10, 10, 10, 12, 2], 979)
([3, 1, 1], [10, 10, 10, 13, 14], 578)
([3, 1, 1], [10, 10, 11, 10, 8], 117)
([3, 1, 1], [10, 11, 7, 10, 10], 546)
([3, 1, 1], [10, 13, 11, 10, 10], 242)
([3, 1, 1], [11, 4, 4, 5, 4], 146)
([3, 1, 1], [11, 5, 10, 10, 10], 438)
([3, 1, 1], [11, 7, 7, 7, 4], 535)
([3, 1, 1], [11, 8, 4, 11, 11], 369)
([3, 1, 1], [11, 9, 3, 3, 3], 181)
([3, 1, 1], [12, 2, 7, 2, 2], 598)
([3, 1, 1], [12, 3, 3, 3, 2], 107)
([3, 1, 1], [12, 4, 4, 14, 4], 989)
([3, 1, 1], [12, 4, 12, 12, 7], 621)
([3, 1, 1], [12, 5, 12, 6, 12], 245)
([3, 1, 1], [12, 6, 6, 6, 11], 513)
([3, 1, 1], [12, 6, 6, 6, 13], 271)
([3, 1, 1], [12, 8, 8, 9, 8], 199)
([3, 1, 1], [12, 9, 9, 9, 13], 114)
([3, 1, 1], [12, 9, 10, 12, 12], 36)
([3, 1, 1], [12, 10, 5, 5, 5], 625)
([3, 1, 1], [12, 10, 8, 12, 12], 391)
([3, 1, 1], [12, 11, 10, 12, 12], 874)
([3, 1, 1], [12, 11, 12, 12, 6], 728)
([3, 1, 1], [12, 12, 6, 7, 12], 203)
([3, 1, 1], [12, 12, 12, 8, 14], 972)
([3, 1, 1], [12, 13, 11, 13, 13], 166)
([3, 1, 1], [13, 2, 11, 13, 13], 19)
([3, 1, 1], [13, 3, 4, 13, 13], 427)
([3, 1, 1], [13, 3, 13, 13, 7], 465)
([3, 1, 1], [13, 4, 4, 4, 11], 96)
([3, 1, 1], [13, 9, 3, 13, 13], 937)
([3, 1, 1], [13, 9, 9, 9, 11], 769)
([3, 1, 1], [13, 11, 8, 13, 13], 662)
([3, 1, 1], [13, 11, 13, 7, 13], 473)
([3, 1, 1], [13, 13, 13, 11, 10], 365)
([3, 1, 1], [13, 13, 14, 13, 11], 32)
([3, 1, 1], [13, 13, 14, 13, 12], 745)
([3, 1, 1], [14, 6, 6, 11, 6], 84)
([3, 1, 1], [14, 7, 5, 14, 14], 18)
([3, 1, 1], [14, 8, 14, 14, 5], 249)
([3, 1, 1], [14, 9, 14, 14, 12], 648)
([3, 1, 1], [14, 10, 8, 10, 10], 428)
([3, 1, 1], [14, 14, 6, 2, 14], 322)
([3, 1, 1], [14, 14, 12, 14, 3], 589)
([3, 1, 1], [14, 14, 12, 14, 13], 802)
([3, 2], [2, 2, 9, 9, 2], 601)
([3, 2], [2, 2, 13, 2, 13], 789)
([3, 2], [2, 7, 7, 2, 7], 819)
([3, 2], [2, 11, 2, 2, 11], 549)
([3, 2], [2, 12, 12, 12, 2], 821)
([3, 2], [3, 3, 2, 3, 2], 628)
([3, 2], [3, 3, 3, 8, 8], 478)
([3, 2], [3, 3, 6, 6, 6], 600)
([3, 2], [3, 5, 5, 3, 3], 634)
([3, 2], [3, 11, 3, 3, 11], 534)
([3, 2], [3, 12, 3, 12, 12], 111)
([3, 2], [3, 13, 3, 3, 13], 930)
([3, 2], [4, 2, 4, 2, 2], 607)
([3, 2], [4, 4, 9, 4, 9], 899)
([3, 2], [4, 4, 11, 11, 4], 738)
([3, 2], [4, 4, 14, 4, 14], 4)
([3, 2], [4, 9, 4, 9, 9], 672)
([3, 2], [4, 13, 13, 4, 13], 15)
([3, 2], [4, 14, 14, 4, 14], 880)
([3, 2], [5, 5, 2, 5, 2], 83)
([3, 2], [5, 5, 4, 4, 5], 204)
([3, 2], [5, 5, 5, 14, 14], 932)
([3, 2], [5, 5, 7, 7, 7], 112)
([3, 2], [5, 6, 6, 5, 5], 74)
([3, 2], [5, 8, 8, 8, 5], 424)
([3, 2], [5, 9, 9, 9, 5], 805)
([3, 2], [5, 10, 10, 5, 10], 359)
([3, 2], [5, 11, 11, 5, 11], 390)
([3, 2], [5, 12, 12, 5, 5], 862)
([3, 2], [5, 12, 12, 5, 12], 975)
([3, 2], [5, 13, 13, 5, 5], 298)
([3, 2], [5, 14, 5, 14, 14], 773)
([3, 2], [6, 3, 3, 6, 3], 254)
([3, 2], [6, 12, 12, 6, 12], 174)
([3, 2], [7, 6, 6, 7, 6], 545)
([3, 2], [7, 7, 7, 6, 6], 101)
([3, 2], [7, 7, 13, 13, 13], 289)
([3, 2], [7, 14, 7, 7, 14], 803)
([3, 2], [8, 6, 6, 8, 8], 663)
([3, 2], [8, 7, 7, 7, 8], 305)
([3, 2], [8, 7, 8, 7, 8], 949)
([3, 2], [8, 8, 3, 3, 8], 82)
([3, 2], [8, 8, 4, 4, 8], 686)
([3, 2], [8, 8, 8, 11, 11], 719)
([3, 2], [8, 10, 10, 8, 10], 775)
([3, 2], [8, 11, 8, 11, 11], 338)
([3, 2], [9, 3, 9, 3, 9], 480)
([3, 2], [9, 5, 9, 5, 5], 895)
([3, 2], [9, 7, 9, 7, 9], 798)
([3, 2], [9, 9, 8, 9, 8], 680)
([3, 2], [9, 9, 14, 14, 14], 442)
([3, 2], [9, 10, 9, 10, 9], 353)
([3, 2], [9, 10, 10, 9, 10], 564)
([3, 2], [9, 11, 9, 11, 9], 420)
([3, 2], [9, 12, 9, 9, 12], 143)
([3, 2], [9, 13, 13, 9, 13], 333)
([3, 2], [10, 5, 5, 10, 5], 479)
([3, 2], [10, 7, 10, 7, 7], 552)
([3, 2], [10, 8, 8, 10, 8], 670)
([3, 2], [10, 10, 2, 2, 2], 225)
([3, 2], [10, 10, 6, 6, 10], 252)
([3, 2], [10, 10, 10, 14, 14], 5)
([3, 2], [10, 12, 10, 12, 12], 881)
([3, 2], [10, 13, 10, 13, 10], 824)
([3, 2], [11, 5, 5, 5, 11], 393)
([3, 2], [11, 7, 7, 11, 7], 957)
([3, 2], [11, 10, 10, 10, 11], 923)
([3, 2], [11, 11, 11, 4, 4], 668)
([3, 2], [11, 11, 14, 11, 14], 816)
([3, 2], [11, 12, 11, 12, 12], 247)
([3, 2], [12, 2, 2, 2, 12], 258)
([3, 2], [12, 3, 3, 12, 3], 381)
([3, 2], [12, 6, 6, 6, 12], 958)
([3, 2], [12, 12, 4, 4, 4], 505)
([3, 2], [12, 12, 4, 4, 12], 602)
([3, 2], [12, 12, 7, 12, 7], 297)
([3, 2], [12, 12, 10, 10, 10], 75)
([3, 2], [12, 12, 14, 14, 12], 132)
([3, 2], [12, 13, 13, 13, 12], 392)
([3, 2], [13, 3, 3, 13, 13], 331)
([3, 2], [13, 6, 6, 6, 13], 30)
([3, 2], [13, 13, 8, 13, 8], 131)
([3, 2], [13, 13, 11, 13, 11], 959)
([3, 2], [13, 13, 13, 6, 6], 934)
([3, 2], [14, 7, 7, 14, 14], 270)
([3, 2], [14, 11, 11, 14, 14], 915)
([3, 2], [14, 14, 6, 6, 6], 815)
([3, 2], [14, 14, 6, 6, 14], 311)
([3, 2], [14, 14, 8, 8, 8], 888)
([3, 2], [14, 14, 8, 14, 8], 421)
([3, 2], [14, 14, 13, 13, 13], 614)
([4, 1], [2, 2, 2, 2, 14], 210)
([4, 1], [2, 2, 2, 8, 2], 695)
([4, 1], [2, 2, 2, 11, 2], 833)
([4, 1], [2, 2, 6, 2, 2], 850)
([4, 1], [2, 2, 13, 2, 2], 590)
([4, 1], [2, 3, 3, 3, 3], 229)
([4, 1], [2, 4, 4, 4, 4], 675)
([4, 1], [2, 5, 5, 5, 5], 883)
([4, 1], [2, 6, 6, 6, 6], 830)
([4, 1], [2, 10, 10, 10, 10], 433)
([4, 1], [2, 12, 2, 2, 2], 660)
([4, 1], [2, 13, 13, 13, 13], 162)
([4, 1], [3, 3, 3, 3, 11], 654)
([4, 1], [3, 3, 3, 4, 3], 34)
([4, 1], [3, 3, 3, 14, 3], 13)
([4, 1], [3, 3, 6, 3, 3], 953)
([4, 1], [3, 3, 12, 3, 3], 236)
([4, 1], [3, 5, 3, 3, 3], 732)
([4, 1], [4, 2, 2, 2, 2], 873)
([4, 1], [4, 4, 4, 3, 4], 813)
([4, 1], [4, 4, 4, 4, 11], 976)
([4, 1], [4, 4, 4, 5, 4], 238)
([4, 1], [4, 4, 4, 7, 4], 612)
([4, 1], [4, 4, 4, 8, 4], 491)
([4, 1], [4, 4, 4, 9, 4], 187)
([4, 1], [4, 4, 4, 14, 4], 854)
([4, 1], [4, 4, 12, 4, 4], 498)
([4, 1], [5, 5, 3, 5, 5], 47)
([4, 1], [5, 5, 5, 4, 5], 398)
([4, 1], [5, 5, 5, 5, 6], 485)
([4, 1], [5, 5, 5, 5, 13], 337)
([4, 1], [5, 5, 5, 11, 5], 764)
([4, 1], [5, 5, 10, 5, 5], 343)
([4, 1], [5, 12, 5, 5, 5], 456)
([4, 1], [6, 3, 6, 6, 6], 80)
